sample1,,sample2,,sample1redo,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
336,0.007385638077,336,0.05667727441,336,0.02499380894,
335,0.007098394446,335,0.05454055592,335,0.02438144572,
334,0.007129522972,334,0.05324692652,334,0.02436225116,
333,0.006782022305,333,0.05253403634,333,0.02441854775,
332,0.007313947659,332,0.05248492956,332,0.02465939336,
331,0.007121365517,331,0.05260576308,331,0.02454622649,
330,0.007305944804,330,0.05314724147,330,0.02468761615,
329,0.006704831962,329,0.05385150015,329,0.02477415279,
328,0.006800664589,328,0.05505248532,328,0.02454866469,
327,0.00674074376,327,0.05701408535,327,0.02437065728,
326,0.006728728767,326,0.05891511962,326,0.024373997,
325,0.006447567604,325,0.06105361879,325,0.02430141903,
324,0.006702702492,324,0.06328594685,324,0.02461032569,
323,0.006763354409,323,0.06489325315,323,0.02438388206,
322,0.006123110652,322,0.0657390058,322,0.024269199,
321,0.005792861804,321,0.06632670015,321,0.02412211709,
320,0.005775154568,320,0.066413261,320,0.02396605909,
319,0.006197151728,319,0.06664901972,319,0.02435910329,
318,0.006143326405,318,0.06585478783,318,0.02429093421,
317,0.005853491835,317,0.06464718282,317,0.0240442995,
316,0.006187620573,316,0.06347228587,316,0.02446926385,
315,0.005798108876,315,0.06183538213,315,0.02398892678,
314,0.005668637808,314,0.06024129316,314,0.02401540801,
313,0.005435052328,313,0.05920756608,313,0.02360769734,
312,0.005245031323,312,0.05769242346,312,0.02363404632,
311,0.00541526312,311,0.05661286414,311,0.02384937927,
310,0.005377914291,310,0.05577506125,310,0.02396425232,
309,0.005674931686,309,0.05447015166,309,0.0239942614,
308,0.005182285327,308,0.05333727226,308,0.02390817925,
307,0.004968730267,307,0.05118155479,307,0.02317289822,
306,0.004903353751,306,0.05011937395,306,0.0236223191,
305,0.00477841543,305,0.04814273119,305,0.02346474677,
304,0.005064730532,304,0.04666958749,304,0.02397120185,
303,0.005112817511,303,0.04443421587,303,0.02323166095,
302,0.004757975228,302,0.04243372381,302,0.0237246938,
301,0.004816340748,301,0.04026071727,301,0.02359460481,
300,0.004474137444,300,0.03827058151,300,0.02305053547,
299,0.004862672184,299,0.03655495122,299,0.02387361042,
298,0.004389589652,298,0.03424602374,298,0.02333850414,
297,0.004633575678,297,0.03247465938,297,0.02380737662,
296,0.004752898123,296,0.03087354824,296,0.02385640703,
295,0.005207959097,295,0.02961035445,295,0.02416612208,
294,0.004351021722,294,0.02759676054,294,0.02370041609,
293,0.004922963213,293,0.0262510255,293,0.02431135625,
292,0.004368305206,292,0.02450064942,292,0.02379835211,
291,0.00472178217,291,0.02323695831,291,0.02450859174,
290,0.004756090697,290,0.02225228585,290,0.0247611627,
289,0.005123975687,289,0.02106569894,289,0.0252376087,
288,0.005254568066,288,0.02027808502,288,0.02542599104,
287,0.005536688026,287,0.01911396906,287,0.02607487515,
286,0.005490782671,286,0.01806045882,286,0.02638081275,
285,0.005957849789,285,0.0170103889,285,0.02724790387,
284,0.006606444251,284,0.01620356552,284,0.02803764306,
283,0.007394195534,283,0.01569727995,283,0.02958979271,
282,0.008137534373,282,0.01529126614,282,0.03059295565,
281,0.009280043654,281,0.01521246787,281,0.03265041113,
280,0.01023843791,280,0.01483647712,280,0.03441058472,
279,0.011890091,279,0.01493875682,279,0.03704319522,
278,0.01347458642,278,0.01468326431,278,0.03991638497,
277,0.01597061194,277,0.01522898301,277,0.04361595213,
276,0.01860476658,276,0.01532816328,276,0.04782729223,
275,0.02184059098,275,0.01615770161,275,0.05253532156,
274,0.02496238798,274,0.01631116681,274,0.05744410306,
273,0.02849693969,273,0.01692115702,273,0.06270192564,
272,0.03212729841,272,0.01703012176,272,0.06832692772,
271,0.03557825089,271,0.01763335988,271,0.07370498031,
270,0.03932788596,270,0.01858031563,270,0.07982486486,
269,0.04289262369,269,0.02020247094,269,0.08518249542,
268,0.04636008665,268,0.02204090171,268,0.09060468525,
267,0.04970775172,267,0.0255134441,267,0.09552495927,
266,0.05284288526,266,0.02976277098,266,0.100163281,
265,0.055448208,265,0.03640342504,265,0.1042571813,
264,0.05825733766,264,0.04636518285,264,0.1085051224,
263,0.0603941977,263,0.06111529469,263,0.1123050079,
262,0.06270422786,262,0.08200914413,262,0.1162095368,
261,0.06488961726,261,0.1099066883,261,0.1197982952,
260,0.06708282977,260,0.1441334486,260,0.1233004853,
259,0.06866170466,259,0.1856439114,259,0.1264060885,
258,0.07001683861,258,0.2303876877,258,0.1294451356,
257,0.07124586403,257,0.2685504556,257,0.1319402456,
256,0.07269640267,256,0.2883084118,256,0.1342007816,
255,0.07345576584,255,0.289334923,255,0.1355481297,
254,0.07442227006,254,0.2834652364,254,0.1364793479,
253,0.07487013191,253,0.2799602449,253,0.1373718828,
252,0.0753101632,252,0.2805309594,252,0.1377324313,
251,0.07531287521,251,0.2837684751,251,0.1380023062,
250,0.07500061393,250,0.2891922891,250,0.1376684904,
249,0.07446239889,249,0.2922613621,249,0.1370940506,
248,0.07364823669,248,0.2897005677,248,0.1357184947,
247,0.07223068923,247,0.2795704603,247,0.133786723,
246,0.0711324811,246,0.2650854886,246,0.1319581717,
245,0.06979049742,245,0.2480864972,245,0.1296284497,
244,0.06863512099,244,0.2326459587,244,0.127307713,
243,0.066406928,243,0.218317911,243,0.1245715171,
242,0.06527200341,242,0.2080463767,242,0.122068651,
241,0.06356241554,241,0.1992744207,241,0.1195313781,
240,0.0620864369,240,0.1920507848,240,0.1170729026,
239,0.06086149439,239,0.1849110126,239,0.1151923761,
238,0.06039434671,238,0.1785638332,238,0.1136945263,
237,0.06024381891,237,0.1726983041,237,0.1128552631,
236,0.06166233495,236,0.1695120335,236,0.1134697199,
235,0.06405200064,235,0.1695915461,235,0.1155868024,
234,0.06857954711,234,0.1739829481,234,0.1195573211,
233,0.07494016737,233,0.1820459962,233,0.1258718073,
232,0.08292796463,232,0.1931748241,232,0.1337361783,
231,0.09217883646,231,0.2062390149,231,0.1430630386,
230,0.1017584279,230,0.2197528481,230,0.1529103965,
229,0.1116248146,229,0.2321830839,229,0.1628309339,
228,0.1207725704,228,0.244060263,228,0.1730891466,
227,0.1302551627,227,0.2554822564,227,0.1830153763,
226,0.1404092759,226,0.2668346465,226,0.1940414608,
225,0.1504207104,225,0.2772801816,225,0.20458287,
224,0.1599364132,224,0.2866229713,224,0.2148731798,
223,0.168363288,223,0.295163691,223,0.2240988612,
222,0.1759053767,222,0.3024416864,222,0.2331220806,
221,0.1835895628,221,0.3097474277,221,0.2419512719,
220,0.1906482428,220,0.3166788816,220,0.2513116896,
219,0.1982184947,219,0.3232587576,219,0.2615408301,
218,0.2070602477,218,0.329272598,218,0.2742570937,
217,0.2183676362,217,0.3358007371,217,0.2908005416,
216,0.2315948755,216,0.3411115408,216,0.3112858236,
215,0.2479875237,215,0.3480047584,215,0.3369526267,
214,0.2663003206,214,0.3556842804,214,0.3663308322,
213,0.2851386368,213,0.3670294881,213,0.3961983919,
212,0.3004409671,212,0.381646812,212,0.422157824,
211,0.3100134134,211,0.4009779096,211,0.4399236441,
210,0.3133439422,210,0.4251710474,210,0.4488514364,
209,0.3116807938,209,0.4551143348,209,0.4499121606,
208,0.305262208,208,0.4896868169,208,0.4451217055,
207,0.2959688008,207,0.5287600756,207,0.4359253347,
206,0.2839040458,206,0.5697597265,206,0.4228129089,
205,0.269977957,205,0.6091253757,205,0.4062892795,
204,0.2549325824,204,0.641857028,204,0.388600111,
203,0.2393209487,203,0.664849937,203,0.3702145517,
202,0.2242976129,202,0.6783733368,202,0.3517999053,
201,0.2100765258,201,0.6866800189,201,0.3348328173,
200,0.1971244961,200,0.6938093305,200,0.3193737566,

