FLMT06513_1:101,
613,7204.33
613,6777.03
614,6315.54
614,6035.63
614,5742.67
614,5433
614,5095.07
615,4725.17
615,4398.46
615,4026
615,3803.78
615,3527.24
615,3241.94
616,3094.02
616,2777.85
616,2543.11
616,2462.55
616,2257.76
617,2033.27
617,2023.4
617,1819.38
617,1955.32
617,1768.25
618,1616.86
618,1601.69
618,1576.31
618,1602.6
618,1458.96
619,1532.4
619,1482.22
619,1571.78
619,1579.34
619,1608.28
619,1539.52
620,1521.61
620,1475.14
620,1606.84
620,1472.88
620,1666.5
621,1600.1
621,1609.39
621,1662.17
621,1661.01
621,1613.58
622,1567.74
622,1626.34
622,1743.83
622,1716
622,1801.81
623,1786.69
623,1810.28
623,1741.81
623,1808.21
623,1851.26
623,1880.2
624,1741.52
624,1818.52
624,1854.63
624,1859.01
624,1695.39
625,1882.9
625,1753.66
625,1874.28
625,1815.19
625,1830.36
626,1888.43
626,1895.56
626,1822.71
626,1798.97
626,1717.2
626,1797.76
627,1678.83
627,1722.74
627,1646.85
627,1683.5
627,1653.84
628,1617.77
628,1692.07
628,1593.4
628,1626.77
628,1631.16
629,1712.2
629,1623.31
629,1672.28
629,1746.67
629,1814.04
630,2101.84
630,2191.65
630,2612.35
630,2624
630,2806.16
630,2851.23
631,2856.63
631,2682.56
631,2593.09
631,2279.48
631,2031.06
632,1968.17
632,1573.86
632,1535.91
632,1356.06
632,1343.64
633,1173.37
633,1118.19
633,1084.82
633,935.74
633,819.12
633,879.74
634,784.5
634,706.59
634,796.05
634,674.18
634,750.94
635,680.87
635,699.37
635,762.64
635,818.01
635,647.22
636,639.8
636,612.07
636,637.87
636,695.42
636,674.09
636,627.43
637,680.1
637,647.02
637,644.38
637,569.07
637,639.46
638,635.61
638,573.11
638,593.53
638,554.38
638,633.88
639,611.54
639,619.58
639,608.36
639,595.74
639,639.13
639,480.85
640,516.96
640,556.35
640,556.4
640,616.54
640,534.54
641,531.22
641,574.31
641,634.12
641,538.1
641,638.55
642,511.48
642,507.96
642,565.74
642,639.51
642,458.22
642,573.35
643,624.58
643,563.72
643,513.55
643,654.25
643,503.43
644,573.06
644,559.68
644,593.82
644,564.92
644,455.09
645,533.82
645,467.37
645,564.15
645,613.32
645,589.67
645,552.07
646,551.73
646,526.45
646,559.87
646,587.75
646,503.58
647,494
647,523.27
647,534.3
647,471.85
647,551.59
648,553.99
648,495.15
648,538.1
648,500.79
648,622.8
648,553.61
649,517.11
649,673.7
649,703.51
649,819.75
649,861.2
650,819.46
650,1092.09
650,1058.68
650,966.18
650,898.19
651,820.61
651,777.61
651,807.32
651,650.01
651,704.32
651,681.21
652,588.71
652,766.54
652,624.1
652,704.08
652,666.24
653,673.03
653,605.47
653,617.7
653,565.31
653,646.21
654,493.71
654,520.19
654,555.05
654,538.34
654,586.79
654,417.1
655,467.51
655,531.07
655,480.95
655,374.05
655,454.61
656,510.32
656,597.09
656,550.62
656,435.92
656,399.52
657,453.31
657,513.93
657,433.42
657,448.54
657,463.61
657,401.45
658,453.5
658,361.53
658,543.06
658,387.72
658,414.98
659,389.94
659,406.22
659,407.76
659,369.38
659,357.39
659,390.18
660,390.18
660,292.62
660,422.15
660,355.08
660,393.7
661,401.11
661,422.35
661,497.46
661,578.21
661,448.01
662,655.21
662,544.32
662,723.97
662,639.75
662,639.03
662,510.46
663,419.26
663,569.11
663,374.48
663,488.84
663,446.61
664,355.56
664,442.96
664,387.24
664,430.63
664,302.11
665,306.35
665,424.22
665,370.68
665,311.45
665,358.21
665,360.47
666,282.99
666,383.54
666,448.01
666,338.51
666,354.69
667,336.73
667,285.83
667,317.57
667,335
667,334.85
667,377.76
668,480.18
668,262.14
668,255.21
668,299.22
668,368.95
669,397.88
669,302.78
669,290.12
669,359.65
669,259.25
670,313.62
670,284.78
670,462.79
670,242.35
670,261.76
670,272.26
671,279.67
671,248.04
671,350.17
671,252.47
671,253.43
672,263.25
672,216.4
672,238.98
672,280.44
672,312.46
672,270.28
673,245.77
673,261.61
673,255.88
673,199.88
673,347.23
674,279.33
674,202.34
674,242.59
674,248.81
674,310.54
675,199.26
675,269.27
675,251.74
675,417.15
675,223.33
675,212.5
676,215.15
676,128.76
676,198.92
676,194.54
676,203.4
677,233.2
677,135.84
677,82.2
677,131.07
677,301.63
677,193.82
678,217.75
678,179.32
678,236.24
678,135.07
678,209.75
679,249.19
679,310.1
679,226.22
679,194.73
679,236.77
679,239.22
680,244.91
680,294.84
680,234.46
680,280.39
680,136.23
681,250.25
681,225.26
681,202.44
681,269.85
681,218.52
682,220.3
682,267.59
682,257.18
682,190.01
682,216.98
682,183.51
683,186.16
683,106.71
683,225.89
683,189.05
683,224.2
684,169.84
684,284.92
684,201.14
684,224.97
684,167.67
684,170.7
685,201.71
685,204.17
685,201.09
685,150.91
685,223.96
686,237.59
686,261.28
686,286.89
686,321.66
686,316.56
686,340.97
687,416.28
687,489.37
687,446.71
687,411.95
687,342.99
688,494.19
688,382.43
688,295.95
688,265.03
688,237.3
689,185.92
689,213.03
689,137.57
689,265.9
689,133.48
689,225.55
690,229.55
690,328.26
690,332.73
690,180.04
690,178.21
691,274.95
691,171.04
691,147.16
691,136.23
691,143.45
691,107.62
692,196.42
692,145.52
692,125.1
692,229.3
692,261.52
693,290.26
693,380.65
693,333.79
693,376.07
693,269.7
693,304.04
694,197.52
694,123.08
694,164.73
694,170.99
694,175.04
695,202.19
695,151.2
695,212.16
695,419.31
695,764.66
695,925.29
696,962.61
696,1071.77
696,1051.74
696,893.61
696,658.05
697,481.77
697,467.95
697,420.56
697,245.44
697,274.62
697,208.07
698,142.29
698,207.25
698,135.79
698,199.84
698,38.91
699,202.68
699,128.18
699,110.18
699,102.76
699,88.84
699,12.57
700,101.51
700,93.18
700,107.91
700,121.64
700,95.68
701,189.34
701,93.47
701,14.79
701,145.86
701,152.36
701,76.57
702,117.54
702,234.41
702,163.43
702,160.06
702,23.55
703,88.51
703,128.43
703,229.06
703,81.19
703,203.78
703,131.65
704,182.45
704,210.19
704,201.33
704,133.82
704,282.8
705,287.38
705,276.88
705,366.59
705,521.59
705,849.12
705,1179.25
706,1275.7
706,1552.19
706,1624.9
706,1488.67
706,1224.42
707,1158.98
707,963.14
707,797.55
707,658
707,600.65
707,609.32
708,612.98
708,784.02
708,813.58
708,837.71
708,879.31
709,793.36
709,665.85
709,586.93
709,407.13
709,409.15
709,347.76
710,215.82
710,258.1
710,277.26
710,193.58
710,289.11
711,301.2
711,447.96
711,525.25
711,555.05
711,627.86
711,589.29
712,598.44
712,669.75
712,543.21
712,470.26
712,332.93
713,380.26
713,247.22
713,299.37
713,238.26
713,169.02
713,240.28
714,251.65
714,199.06
714,180.43
714,117.93
714,162.42
715,172.29
715,141.67
715,94.05
715,147.78
715,69.49
715,108.59
716,31.3
716,63.9
716,97.85
716,18.25
716,-0.19
717,42.71
717,-11.79
717,36.21
717,91.2
717,110.42
717,89.76
718,83.74
718,31.54
718,130.11
718,119.42
718,9.54
719,79.07
719,5.59
719,-2.16
719,14.64
719,97.27
719,37.23
720,52.59
720,64.29
720,157.65
720,26.97
720,124.53
721,20.13
721,31.16
721,146.72
721,104.98
721,102.42
721,73.82
722,6.94
722,103.87
722,66.69
722,-28.89
722,-32.74
723,60.72
723,50.8
723,133.58
723,11.03
723,47.82
723,-32.5
724,-13.33
724,7.32
724,71.56
724,41.56
724,96.79
724,55.43
725,52.59
725,-20.99
725,98.09
725,9.2
725,64.58
726,3.13
726,189.87
726,225.21
726,301
726,273.7
726,358.21
727,319.73
727,233.4
727,190.25
727,163.38
727,136.95
728,123.03
728,76.57
728,72.52
728,64.86
728,70.74
728,44.79
729,122.41
729,55.33
729,55.14
729,34.1
729,81.86
730,32.89
730,92.99
730,1.4
730,21.34
730,43.53
730,145.09
731,30.24
731,37.47
731,103
731,22.73
731,-29.95
732,-23.25
732,17.05
732,84.7
732,-33.94
732,6.17
732,-20.46
733,-5.68
733,53.89
733,32.07
733,-5.92
733,138.01
733,105.99
734,18.59
734,24.56
734,138.73
734,-17.62
734,76.04
735,97.37
735,100.98
735,42.04
735,34.63
735,38.86
735,29.23
736,47.14
736,43.44
736,199.02
736,67.85
736,63.81
737,151.49
737,424.03
737,1109.24
737,1297.9
737,1526.52
737,1632.17
738,1641.99
738,1284.27
738,865.63
738,706.92
738,530.35
738,361.82
739,299.8
739,272.88
739,162.66
739,91.16
739,103.58
740,79.89
740,196.27
740,18.54
740,69.01
740,58.17
740,72.71
741,169.79
741,56.34
741,89.23
741,64.09
741,103.58
742,43
742,58.27
742,5.97
742,44.79
742,101.41
742,92.07
743,40.45
743,19.36
743,78.64
743,61.35
743,208.36
743,50.66
744,142.82
744,-12.66
744,-35.58
744,4.96
744,51.82
745,103.15
745,-18.63
745,-37.94
745,95.73
745,92.07
745,34.53
746,-33.32
746,100.35
746,84.37
746,141.62
746,-31.15
747,-2.84
747,181.2
747,14.16
747,-15.84
747,4.24
747,92.84
748,-16.42
748,-19.88
748,46.81
748,59.42
748,136.47
748,166.61
749,416.09
749,917.54
749,1138.75
749,1346.43
749,1403.54
750,1549.68
750,1587.43
750,1653.35
750,1746.19
750,1902.69
750,1926.95
751,1847.74
751,1469.22
751,935.07
751,711.11
751,635.18
751,427.55
752,519.95
752,249.67
752,162.57
752,135.79
752,138.06
753,280.06
753,36.7
753,81.19
753,3.09
753,-4.71
753,33.08
754,29.86
754,4.77
754,26.01
754,66.45
754,45.89
754,-37.07
755,75.94
755,56.82
755,83.31
755,176.14
755,95.78
756,-6.21
756,99.05
756,-80.31
756,118.12
756,-19.88
756,-55.13
757,-8.71
757,-16.46
757,-28.45
757,81.53
757,127.22
758,47.92
758,45.84
758,37.56
758,15.94
758,19.22
758,29.52
759,-15.98
759,3.09
759,1.88
759,18.11
759,83.79
759,56.25
760,127.61
760,3.76
760,86.53
760,73.72
760,69.44
761,-14.59
761,96.31
761,10.26
761,105.99
761,165.6
761,191.99
762,770.82
762,2005.97
762,3651.33
762,4384.06
762,4843.72
762,5126.76
763,4763.31
763,3700.93
763,2340.05
763,1902.16
763,1581.42
764,1301.8
764,1049.77
764,833.04
764,648.9
764,479.65
764,298.88
765,201.76
765,177.11
765,303.89
765,12.81
765,109.45
765,77.82
766,120.91
766,65.25
766,110.42
766,87.35
766,58.85
766,-0.53
767,47.48
767,13.49
767,75.31
767,-38.42
767,67.66
768,105.02
768,-11.12
768,14.16
768,5.06
768,18.01
768,22.2
769,56.92
769,81.33
769,-3.8
769,102.18
769,-7.03
769,55.48
770,-9.48
770,90.82
770,56.34
770,42.67
770,81.72
771,580
771,895.78
771,1200.44
771,1380.38
771,1552.04
771,1497.92
772,1256.29
772,844.4
772,591.55
772,507.24
772,448.69
772,400.24
773,470.16
773,259.3
773,173.88
773,112.68
773,153.51
774,51.24
774,92.6
774,35.88
774,17.63
774,15.32
774,15.41
775,-2.11
775,66.74
775,-9.58
775,52.68
775,5.73
775,111.52
776,45.6
776,9.54
776,-10.44
776,-21.81
776,26.68
776,160.3
777,-31.1
777,64.43
777,-26.72
777,23.69
777,4.53
778,-11.17
778,66.55
778,47.72
778,54.32
778,-6.54
778,-23.35
779,65.15
779,-26.77
779,25.48
779,43.34
779,32.84
779,-14.73
780,-0.48
780,-66.64
780,-20.46
780,-34.33
780,45.6
781,2.6
781,-15.74
781,-33.75
781,-1.49
781,-38.76
781,200.89
782,-8.81
782,56.73
782,-82.96
782,26.92
782,52.25
782,-42.85
783,-47.91
783,149.71
783,-13.67
783,47.24
783,12.62
783,95.59
784,58.03
784,28.41
784,52.01
784,97.66
784,-3.75
785,-28.45
785,54.18
785,-67.31
785,-65.34
785,34.48
785,59.28
786,87.16
786,30.05
786,15.85
786,26.1
786,-24.65
786,-18.15
787,27.6
787,33.47
787,1.98
787,8.96
787,23.21
787,34.91
788,46.86
788,49.99
788,52.68
788,-5.34
788,46.13
789,-28.98
789,-10.44
789,10.16
789,38.43
789,76.66
789,38.43
790,9.2
790,92.5
790,-60.14
790,37.71
790,76.13
790,42.86
791,-69.34
791,37.9
791,66.36
791,-43.24
791,-8.81
791,51.91
792,-45.88
792,-18.39
792,1.21
792,17.29
792,56.39
792,51
793,93.42
793,244.86
793,511.67
793,625.11
793,721.9
794,754.74
794,880.71
794,740.63
794,580.38
794,559.24
794,370.1
795,418.69
795,282.03
795,287.71
795,274.81
795,129
795,94.29
796,124.72
796,79.94
796,114.17
796,31.69
796,2.36
796,-13.38
797,68.43
797,-43.53
797,70.07
797,-3.94
797,-6.11
798,-47.81
798,88.03
798,83.69
798,150.09
798,-8.28
798,54.18
799,81.48
799,101.22
799,256.51
799,346.36
799,339.77
799,552.69
800,800
800,899.39
800,936.8
800,1001.09
800,1125.22
800,1185.6
801,895.44
801,838.52
801,525.73
801,607.11
801,470.5
801,414.16
802,418.45
802,237.44
802,102.04
802,118.46
802,94.67
803,55.14
803,136.42
803,-0.77
803,64
803,-29.27
803,-29.18
804,31.16
804,-76.85
804,12.96
804,-14.1
804,131.46
804,-15.07
805,52.63
805,22.59
805,41.27
805,-39.96
805,-55.08
805,19.99
806,-14.59
806,-32.88
806,32.22
806,-15.31
806,157.12
806,-20.8
807,5.93
807,-17.28
807,-24.36
807,-111.66
807,36.94
807,35.88
808,5.4
808,-58.4
808,21.53
808,107.24
808,224.92
809,218.23
809,453.26
809,605.56
809,771.69
809,768.66
809,976.53
810,1295.39
810,1463.68
810,1889.01
810,2412.09
810,2784.64
810,2829.04
811,2741.64
811,2538.34
811,2057.11
811,1645.6
811,1227.4
811,1153.34
812,1119.2
812,866.69
812,660.84
812,531.36
812,396.58
812,288
813,81.28
813,55.72
813,228.2
813,194.11
813,95.39
813,83.74
814,78.93
814,29.47
814,121.35
814,-14.87
814,61.88
814,60.68
815,-93.89
815,51.67
815,20.71
815,88.03
815,-47.62
816,-22.92
816,-13.24
816,-1.97
816,-70.68
816,6.07
816,2.99
817,56.34
817,58.12
817,-29.75
817,16.62
817,-58.31
817,-56.77
818,101.03
818,2.41
818,158.38
818,-12.32
818,30.58
818,-30.81
819,52.63
819,6.41
819,-15.55
819,124.86
819,165.7
819,35.54
820,90.29
820,28.85
820,15.7
820,37.66
820,18.06
820,107.96
821,0.73
821,76.76
821,-4.19
821,45.27
821,64.91
821,18.98
822,122.84
822,-60.43
822,-35.15
822,-60.67
822,54.8
822,30.97
823,10.12
823,51.09
823,26.34
823,57.79
823,-32.21
824,92.31
824,-35.97
824,48.93
824,66.89
824,32.7
824,-11.07
825,16.66
825,219.29
825,74.45
825,172.73
825,284.87
825,263.59
826,185
826,264.98
826,297.58
826,205.32
826,46.33
826,145.28
827,73.2
827,123.51
827,91.54
827,65.64
827,131.8
827,42.09
828,16.47
828,16.13
828,46.18
828,58.8
828,-53.44
828,-4.81
829,96.26
829,55.48
829,62.55
829,5.06
829,-17.04
829,17.34
830,-85.18
830,91.73
830,-6.26
830,-57.01
830,-38.57
830,23.79
831,-35.29
831,1.26
831,-22.19
831,-12.61
831,12.52
831,30.48
832,2.41
832,38.24
832,10.89
832,10.89
832,1.98
832,-39.24
833,-29.27
833,-40.88
833,110.03
833,11.95
833,-44.25
833,83.5
834,-86.14
834,81.28
834,86.44
834,33.76
834,59.91
834,57.21
835,15.12
835,52.88
835,-19.3
835,97.61
835,-14.01
836,-59.75
836,-16.37
836,19.6
836,-47.67
836,5.49
836,7.47
837,-31.92
837,63.9
837,55.23
837,29.71
837,-90.14
837,-43.33
838,63.08
838,-9.92
838,-23.06
838,-35.68
838,-4.33
838,-5.97
839,56.29
839,72.42
839,136.47
839,-29.27
839,34.14
839,81.96
840,332.98
840,182.69
840,269.03
840,274.81
840,394.37
840,251.74
841,320.65
841,304.28
841,373.57
841,245.29
841,296.81
841,499.68
842,556.74
842,477.77
842,529.44
842,530.74
842,423.02
842,352.91
843,306.11
843,231.33
843,188.09
843,77.1
843,81.38
843,42.86
844,82.25
844,-21.71
844,24.42
844,-8.18
844,-79.69
844,-59.13
845,84.03
845,56.73
845,92.65
845,15.03
845,11.99
845,41.85
846,93.18
846,-33.65
846,-48.82
846,-17.96
846,71.75
846,-54.7
847,41.61
847,-29.22
847,23.55
847,-15.65
847,76.76
847,15.51
848,22.83
848,8.05
848,67.18
848,17.24
848,16.38
848,82.92
849,-143.54
849,-4.91
849,34.1
849,-41.21
849,71.85
849,-48.77
850,-15.5
850,2.17
850,14.93
850,33.95
850,94.48
850,-76.94
851,8.67
851,10.69
851,23.98
851,29.95
851,39.01
851,26.78
852,157.37
852,118.8
852,71.56
852,84.17
852,79.36
852,53.4
853,35.01
853,56.05
853,38.57
853,1.83
853,-32.69
853,74.45
854,2.89
854,-83.4
854,16.57
854,35.68
854,101.51
854,-80.17
855,-21.91
855,17.68
855,47.14
855,101.36
855,-2.74
855,25.62
856,-32.31
856,30
856,40.84
856,126.55
856,-16.08
856,-31.73
857,46.76
857,-80.41
857,-1.54
857,-30.33
857,-60.52
857,56.63
858,-53.2
858,22.35
858,42.71
858,-21.66
858,148.26
858,31.4
859,105.22
859,148.84
859,10.45
859,-76.56
859,32.03
859,-32.59
860,-14.2
860,-85.71
860,53.07
860,12.62
860,111.33
860,-1.59
861,63.56
861,161.7
861,-24.46
861,49.46
861,5.01
861,21
862,37.85
862,-58.45
862,-40.54
862,-8.37
862,57.69
862,30.97
863,-5.68
863,-14.92
863,70.93
863,-68.13
863,33.9
863,6.26
864,33.52
864,-16.56
864,0.53
864,-66.16
864,28.17
864,-23.06
864,58.75
865,93.23
865,-29.51
865,0.53
865,139.65
865,-64.57
865,77.48
866,-43.09
866,-7.07
866,-5.87
866,63.52
866,-34.91
866,-9.96
867,49.89
867,46.76
867,-19.16
867,86.68
867,79.02
867,30.05
868,68.04
868,-72.22
868,10.84
868,117.83
868,-12.03
868,-21.13
869,70.98
869,80.47
869,-49.93
869,35.01
869,-24.75
869,46.37
870,29.67
870,-3.7
870,105.02
870,53.55
870,88.22
870,-7.07
871,121.15
871,-27.11
871,-11.89
871,67.27
871,0.49
871,52.01
872,4.92
872,34.34
872,-11.99
872,-4.76
872,63.85
872,-17.23
873,88.65
873,33.23
873,86.39
873,-76.99
873,33.42
873,63.28
874,6.12
874,-18.92
874,86.2
874,-11.6
874,-49.54
874,-7.12
875,86.82
875,-52.39
875,42.09
875,23.31
875,110.75
875,29.38
875,-40.25
876,-63.46
876,41.99
876,39.68
876,-18.34
876,6.5
876,-69.86
877,62.26
877,-47.33
877,-17.48
877,4.48
877,-13.38
877,-49.16
878,-4.09
878,46.47
878,76.13
878,-57.92
878,80.13
878,-27.3
879,-3.46
879,10.36
879,-11.79
879,-61.2
879,65.06
879,113.5
880,24.51
880,43.82
880,42.09
880,1.45
880,-66.69
880,12.19
881,35.11
881,14.79
881,75.99
881,44.54
881,-72.18
881,27.74
882,-28.45
882,100.88
882,-4.81
882,-34.42
882,-35.53
882,17.82
883,-30.28
883,-66.16
883,74.78
883,5.06
883,5.06
883,-15.02
883,-5.58
884,-36.78
884,-55.56
884,-55.56
